name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Andries Noppert,€5.00m,Goalkeeper,"Apr 7, 1994 (28)",Netherlands,"2,03m",left,"Jul 1, 2022","Jun 30, 2024"
Xavier Mous,€450k,Goalkeeper,"Aug 4, 1995 (27)",Netherlands,"1,88m",right,"Jul 1, 2021","Jun 30, 2023"
Jan Bekkema,€50k,Goalkeeper,"Apr 9, 1996 (26)",Netherlands,"1,86m",right,"Jul 1, 2020","Jun 30, 2023"
Pawel Bochniewicz,€2.50m,Centre-Back,"Jan 30, 1996 (27)",Poland,"1,94m",left,"Sep 10, 2020","Jun 30, 2026"
Sven van Beek,€1.00m,Centre-Back,"Jul 28, 1994 (28)",Netherlands,"1,89m",right,"Jul 19, 2021","Jun 30, 2025"
Joost van Aken,€750k,Centre-Back,"May 13, 1994 (28)",Netherlands,"1,93m",left,"Feb 7, 2022","Jun 30, 2023"
Jeffrey Bruma,€450k,Centre-Back,"Nov 13, 1991 (31)",Netherlands,"1,89m",right,"Jan 30, 2023","Jun 30, 2023"
Syb van Ottele,€350k,Centre-Back,"Feb 2, 2002 (21)",Netherlands,"1,85m",both,"Jan 8, 2021","Jun 30, 2024"
Timo Zaal,€100k,Centre-Back,"Feb 9, 2004 (19)",Netherlands,"1,84m",right,"Jul 1, 2021","Jun 30, 2023"
Mats Köhlert,€1.20m,Left-Back,"May 2, 1998 (24)",Germany,"1,69m",left,"Jul 1, 2022","Jun 30, 2025"
Rami Kaib,€700k,Left-Back,"May 8, 1997 (25)",Tunisia,"1,78m",,"Jan 13, 2021","Jun 30, 2024"
Milan van Ewijk,€5.00m,Right-Back,"Sep 8, 2000 (22)",Netherlands,"1,75m",right,"Jul 1, 2021","Jun 30, 2025"
Hussein Ali,€300k,Right-Back,"Mar 1, 2002 (21)",Sweden,"1,80m",right,"Jul 19, 2022","Jun 30, 2025"
Thom Haye,€2.00m,Defensive Midfield,"Feb 9, 1995 (28)",Netherlands,"1,87m",right,"Jan 31, 2022","Jun 30, 2024"
Anas Tahiri,€900k,Central Midfield,"May 15, 1995 (27)",Morocco,"1,79m",right,"Jan 7, 2022","Jun 30, 2024"
Djenahro Nunumete,€50k,Central Midfield,"Jan 28, 2002 (21)",Netherlands,-,left,"Jul 1, 2021","Jun 30, 2024"
Pelle van Amersfoort,€1.50m,Attacking Midfield,"Apr 1, 1996 (27)",Netherlands,"1,93m",right,"Jan 1, 2023","Jun 30, 2025"
Simon Olsson,€1.50m,Attacking Midfield,"Sep 14, 1997 (25)",Sweden,"1,85m",,"Aug 2, 2022","Jun 30, 2026"
Tibor Halilovic,€900k,Attacking Midfield,"Mar 18, 1995 (28)",Croatia,"1,76m",right,"Jan 11, 2021","Jun 30, 2024"
Rami Al Hajj,€600k,Attacking Midfield,"Sep 17, 2001 (21)",Sweden,"1,80m",right,"Jul 1, 2019","Jun 30, 2023"
Osame Sahraoui,€3.50m,Left Winger,"Jun 11, 2001 (21)",Norway,"1,70m",right,"Jan 31, 2023","Jun 30, 2026"
Alex Timossi Andersson,€750k,Right Winger,"Jan 19, 2001 (22)",Sweden,"1,70m",right,"Jul 6, 2022","Jun 30, 2026"
Ché Nunnely,€700k,Right Winger,"Feb 4, 1999 (24)",Netherlands,"1,70m",right,"Jan 19, 2023","Jun 30, 2025"
Sydney van Hooijdonk,€3.00m,Centre-Forward,"Feb 6, 2000 (23)",Netherlands,"1,90m",right,"Jan 25, 2022","Jun 30, 2023"
Daniel Karlsbakk,€2.50m,Centre-Forward,"Apr 7, 2003 (19)",Norway,"1,86m",right,"Jan 31, 2023","Jun 30, 2026"
Antoine Colassin,€450k,Centre-Forward,"Feb 26, 2001 (22)",Belgium,"1,86m",right,"Aug 30, 2022","Jun 30, 2023"
